source_file,auction_date,number,brand,model,year,month,cc,color,transmission,tax,violation,strong_violation,price,grade,mileage_km,mileage_available,vehicle_type
2026-05-15_行將競拍結果.md,2026-05-15,901,YAMAHA,VINOORA,2021,3,125,深灰,自,0,1200,0,25000,N,,0,motorcycle
2026-05-15_行將競拍結果.md,2026-05-15,933,YAMAHA,YZF-R3,2017,4,321,深灰,手,186,2100,0,7000,N,,0,motorcycle
2026-06-12_行將競拍結果.md,2026-06-12,846,SUZUKI,CARRY,2017,1,1590,白,手,2700,0,0,110000,A,,0,motorcycle
2026-06-12_行將競拍結果.md,2026-06-12,1005,SUZUKI,JIMNY,2021,5,1462,綠,自,0,0,0,521000,A,64420,1,motorcycle
2026-06-12_行將競拍結果.md,2026-06-12,922,SYM,VIVO,2022,9,124,灰,自,0,0,0,13000,N,13320,1,motorcycle
2026-06-12_行將競拍結果.md,2026-06-12,910,SYM,WOO 115,2021,2,115,淺棕,自,0,0,0,9000,N,50214,1,motorcycle
2026-06-12_行將競拍結果.md,2026-06-12,314,YAMAHA,AUGUR,2023,8,155,灰,自,800,0,0,55000,N,,0,motorcycle
2026-06-12_行將競拍結果.md,2026-06-12,313,YAMAHA,GRYPHUS,2022,5,125,深灰,自,450,6840,0,30000,N,,0,motorcycle
2026-06-12_行將競拍結果.md,2026-06-12,702,YAMAHA,R15,2022,10,155,銀黑,手,286,0,0,45000,N,8018,1,motorcycle
2026-06-12_行將競拍結果.md,2026-06-12,931,YAMAHA,R3,2016,3,321,紅白,手,160,1800,0,18000,N,,0,motorcycle
2026-06-17_行將競拍結果.md,2026-06-17,123,SUZUKI,CARRY,2019,9,1462,銀,手,7500,1200,0,159000,B,57388,1,motorcycle
2026-06-17_行將競拍結果.md,2026-06-17,1028,SUZUKI,JIMNY,2020,12,1462,淺黃黑,自,0,0,0,531000,B,66379,1,motorcycle
2026-06-17_行將競拍結果.md,2026-06-17,2119,SUZUKI,SWIFT,2012,1,1372,白,自,0,0,0,81000,B,173548,1,motorcycle
2026-06-17_行將競拍結果.md,2026-06-17,311,SYM,MMBCU,2022,11,158,綠,自,0,0,0,49000,N,,0,motorcycle
2026-06-17_行將競拍結果.md,2026-06-17,702,YAMAHA,CYGNUS-X,2022,10,125,白,自,900,19800,0,47000,N,8179,1,motorcycle
2026-06-17_行將競拍結果.md,2026-06-17,302,YAMAHA,TMAX,2024,10,562,深紅黑,自,0,0,0,370000,N,639,1,motorcycle
2026-06-19_行將競拍結果.md,2026-06-19,855,SUZUKI,CARRY,2017,5,1590,白,手,0,0,0,127000,A,180716,1,motorcycle
2026-06-19_行將競拍結果.md,2026-06-19,914,SYM,DUKE 125,2024,2,124,藍,自,450,0,0,19000,N,,0,motorcycle
2026-06-19_行將競拍結果.md,2026-06-19,305,SYM,JET SL,2025,8,124,紫黑,自,0,1800,0,51000,N,,0,motorcycle
2026-06-19_行將競拍結果.md,2026-06-19,330,SYM,WOO 115,2020,4,115,紅,自,450,2100,1,5000,N,17276,1,motorcycle
2026-06-19_行將競拍結果.md,2026-06-19,307,YAMAHA,GRYPHUS,2022,10,125,深藍,自,0,0,0,28000,N,,0,motorcycle
2026-06-19_行將競拍結果.md,2026-06-19,901,YAMAHA,RS NEO,2019,10,124,白灰,自,0,0,0,15000,N,,0,motorcycle
